relationship_id,person_a_id,person_a_name,person_b_id,person_b_name,phone_call_count,phone_call_dates,phone_call_durations_sec,total_call_duration_sec,transaction_count,transaction_dates,transaction_amounts,total_transaction_amount,meeting_count,meeting_dates,meeting_locations,relationship_label,ground_truth_confidence,relationship_type,relationship_description
REL00042,P0039,Deepak Khan 71122,P0298,Priya Pandey 79088,1,2024-03-21,660,660,2,2024-04-05; 2026-01-05,8088; 7566,15654.0,1,2026-04-06,Gurugram,0,0.2714,Colleague,"Observed interaction between Deepak Khan 71122 and Priya Pandey 79088. Available records include 1 calls, 2 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00043,P0165,Divya Chauhan 55995,P0514,Sneha Bansal 30951,5,2025-06-19; 2026-08-10; 2026-02-26; 2024-12-15; 2025-04-03,824; 154; 367; 317; 388,2050,2,2025-09-30; 2026-05-26,14619; 1811,16430.0,2,2026-07-01; 2025-12-30,Jaipur; Ghaziabad,0,0.081,Former Partner,"Observed interaction between Divya Chauhan 55995 and Sneha Bansal 30951. Available records include 5 calls, 2 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00044,P0077,Amit Kumar,P0157,Amit Bansal,5,2026-04-04; 2024-01-16; 2024-05-26; 2026-02-23; 2026-06-10,336; 580; 836; 820; 109,2681,1,2025-05-25,3583,3583.0,0,,,0,0.1646,Former Partner,"Observed interaction between Amit Kumar and Amit Bansal. Available records include 5 calls, 1 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00045,P0174,Kavya Chauhan,P0303,Saurabh Yadav 49147,0,,,0,1,2025-01-07,12079,12079.0,2,2024-04-01; 2024-03-13,Gurugram; Chandigarh,0,0.0977,Colleague,"Observed interaction between Kavya Chauhan and Saurabh Yadav 49147. Available records include 0 calls, 1 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00046,P0485,Divya Chauhan 37708,P0263,Divya Patel,8,2025-05-14; 2024-02-10; 2025-01-07; 2026-05-29; 2024-10-20; 2025-02-14; 2025-02-22; 2026-05-27,1329; 1453; 324; 962; 811; 1109; 1790; 1339,9117,0,,,0.0,5,2024-11-17; 2025-01-17; 2024-03-26; 2025-11-29; 2025-02-27,Lucknow; Chandigarh; Faridabad; Delhi; Agra,1,0.8726,Known Associate,Relationship evidence between Divya Chauhan 37708 and Divya Patel. Phone records show 8 calls. Transaction records show 0 transactions. Meeting records show 5 meetings.
REL00047,P0059,Shreya Malhotra,P0251,Sahil Singh,9,2026-05-23; 2024-04-17; 2024-10-24; 2025-01-19; 2024-06-11; 2025-08-06; 2025-02-12; 2026-05-24; 2024-03-15,248; 417; 493; 705; 115; 377; 497; 499; 677,4028,0,,,0.0,1,2025-07-01,Chandigarh,1,0.4827,Acquaintance,Relationship evidence between Shreya Malhotra and Sahil Singh. Phone records show 9 calls. Transaction records show 0 transactions. Meeting records show 1 meetings.
REL00048,P0185,Aditya Kumar,P0111,Karan Yadav,39,2024-12-02; 2024-03-07; 2024-11-20; 2024-12-16; 2025-09-10; 2025-05-12; 2024-08-05; 2025-12-20; 2026-01-29; 2025-05-02; 2024-04-27; 2024-10-12; 2025-04-10; 2024-02-09; 2025-07-12; 2024-06-08; 2026-08-29; 2025-04-26; 2024-05-29; 2025-10-17; 2024-08-06; 2024-11-23; 2025-08-04; 2024-02-02; 2025-09-07; 2026-03-03; 2025-01-24; 2024-03-04; 2026-08-16; 2026-04-07; 2025-01-05; 2026-03-19; 2025-03-16; 2025-04-29; 2024-08-06; 2024-02-25; 2024-08-04; 2026-06-07; 2024-01-24,3227; 2920; 1852; 1225; 1152; 2723; 841; 462; 700; 403; 1241; 1779; 454; 1341; 3037; 1969; 1839; 2269; 996; 2862; 1182; 873; 3521; 340; 498; 1875; 1520; 3205; 1336; 793; 933; 1550; 1836; 2092; 2067; 2313; 2941; 3330; 778,66275,6,2025-12-14; 2025-03-23; 2024-12-29; 2026-07-23; 2025-12-10; 2025-08-07,112010; 225748; 12603; 157038; 215277; 244298,966974.0,5,2025-09-03; 2024-07-22; 2024-03-20; 2026-01-10; 2025-11-14,Agra; Agra; Gurugram; Meerut; Meerut,1,0.7533,Known Associate,Relationship evidence between Aditya Kumar and Karan Yadav. Phone records show 39 calls. Transaction records show 6 transactions. Meeting records show 5 meetings.
REL00049,P0470,Vikram Khan 35044,P0152,Rahul Pandey,6,2026-03-22; 2025-11-21; 2025-02-20; 2024-09-26; 2025-06-17; 2026-01-09,23; 481; 872; 897; 148; 669,3090,1,2025-04-05,21436,21436.0,0,,,0,0.3396,Known Associate,"Observed interaction between Vikram Khan 35044 and Rahul Pandey. Available records include 6 calls, 1 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00050,P0100,Aditya Patel 40669,P0038,Riya Gupta,10,2026-03-03; 2024-06-19; 2025-09-07; 2025-01-21; 2024-08-09; 2024-12-22; 2024-08-02; 2024-07-14; 2025-11-26; 2025-08-13,89; 818; 1726; 805; 93; 678; 688; 1088; 1737; 315,8037,3,2025-12-17; 2025-05-26; 2025-10-26,61768; 56270; 55790,173828.0,5,2024-12-26; 2024-12-26; 2026-04-28; 2025-07-09; 2025-03-12,Lucknow; Meerut; Noida; Gurugram; Chandigarh,1,0.6914,Colleague,Relationship evidence between Aditya Patel 40669 and Riya Gupta. Phone records show 10 calls. Transaction records show 3 transactions. Meeting records show 5 meetings.
REL00051,P0182,Vikram Khan,P0567,Rohan Pandey 67265,1,2025-01-25,311,311,2,2026-05-15; 2025-11-06,23062; 22791,45853.0,1,2025-03-23,Faridabad,0,0.2487,Former Partner,"Observed interaction between Vikram Khan and Rohan Pandey 67265. Available records include 1 calls, 2 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00052,P0102,Divya Bansal 42364,P0090,Abhishek Mehta,2,2025-09-23; 2026-08-12,441; 126,567,2,2025-05-23; 2026-02-06,20941; 18349,39290.0,0,,,1,0.4799,Associate,Relationship evidence between Divya Bansal 42364 and Abhishek Mehta. Phone records show 2 calls. Transaction records show 2 transactions. Meeting records show 0 meetings.
REL00053,P0455,Nisha Kumar,P0516,Nikhil Patel 47637,30,2024-08-04; 2024-08-16; 2026-03-06; 2025-04-10; 2025-07-18; 2025-01-25; 2024-04-27; 2024-07-19; 2026-05-26; 2025-04-25; 2026-08-31; 2024-05-07; 2024-12-25; 2026-03-23; 2026-07-24; 2025-04-20; 2025-02-26; 2026-07-18; 2026-04-20; 2025-10-22; 2025-12-21; 2026-03-14; 2026-01-28; 2025-02-09; 2024-01-08; 2026-08-20; 2025-01-18; 2026-03-11; 2024-08-17; 2025-06-03,1281; 1216; 2817; 1203; 1379; 3554; 3376; 1818; 2877; 1109; 137; 1818; 253; 183; 227; 748; 3357; 1653; 3563; 3465; 2245; 3478; 3156; 2577; 1420; 1492; 818; 2463; 1881; 1110,56674,1,2025-07-23,112593,112593.0,6,2024-07-16; 2025-09-23; 2025-10-21; 2025-02-06; 2026-04-28; 2024-02-22,Agra; Jaipur; Gurugram; Jaipur; Gurugram; Jaipur,0,0.5165,Colleague,"Observed interaction between Nisha Kumar and Nikhil Patel 47637. Available records include 30 calls, 1 transactions, and 6 meetings. Evidence does not establish a meaningful relationship."
REL00054,P0530,Kavya Patel,P0163,Riya Malhotra,4,2025-05-31; 2024-05-01; 2025-10-08; 2025-08-13,823; 421; 883; 800,2927,0,,,0.0,1,2025-10-04,Faridabad,1,0.7012,Known Associate,Relationship evidence between Kavya Patel and Riya Malhotra. Phone records show 4 calls. Transaction records show 0 transactions. Meeting records show 1 meetings.
REL00055,P0163,Riya Malhotra,P0331,Ravi Khan 10491,7,2025-10-05; 2026-02-27; 2025-08-30; 2024-06-05; 2024-01-29; 2025-09-24; 2025-12-25,2346; 442; 2462; 1686; 223; 3160; 3127,13446,2,2024-05-13; 2025-04-09,176320; 175544,351864.0,1,2026-03-07,Meerut,0,0.2653,Business Contact,"Observed interaction between Riya Malhotra and Ravi Khan 10491. Available records include 7 calls, 2 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00056,P0228,Vivaan Patel,P0305,Aditya Sharma 23330,27,2024-09-23; 2025-11-06; 2024-02-22; 2024-10-08; 2024-03-25; 2026-08-15; 2024-05-27; 2025-10-04; 2024-01-24; 2025-10-15; 2025-08-16; 2026-06-06; 2024-04-15; 2024-04-23; 2025-04-15; 2026-08-07; 2025-09-02; 2024-05-05; 2024-04-19; 2024-05-25; 2024-10-16; 2024-09-25; 2026-07-05; 2024-07-03; 2024-04-05; 2024-03-20; 2025-05-21,3579; 1600; 3553; 971; 1720; 532; 2131; 3378; 209; 1814; 421; 2112; 2682; 432; 981; 2935; 1839; 1657; 1404; 2715; 1966; 3431; 779; 856; 1343; 161; 851,46052,9,2025-11-06; 2025-08-03; 2025-10-08; 2025-09-13; 2026-05-25; 2024-02-02; 2024-04-30; 2024-12-17; 2024-12-21,136854; 170957; 167284; 153257; 11314; 51520; 146773; 204431; 76715,1119105.0,8,2026-08-06; 2024-05-04; 2024-07-16; 2025-09-12; 2024-01-31; 2025-07-02; 2024-01-24; 2025-06-14,Lucknow; Gurugram; Ghaziabad; Meerut; Noida; Ghaziabad; Delhi; Meerut,1,0.7819,Colleague,Relationship evidence between Vivaan Patel and Aditya Sharma 23330. Phone records show 27 calls. Transaction records show 9 transactions. Meeting records show 8 meetings.
REL00057,P0086,Pooja Bansal,P0130,Rohan Khanna 72261,13,2025-12-26; 2025-07-18; 2025-10-29; 2024-10-28; 2025-04-23; 2026-02-02; 2026-04-08; 2025-05-22; 2025-03-22; 2025-06-08; 2026-08-27; 2025-02-13; 2026-08-02,455; 572; 414; 465; 1467; 1792; 1529; 635; 864; 270; 1255; 1684; 1629,13031,8,2025-08-24; 2024-11-15; 2024-06-18; 2026-03-24; 2024-07-29; 2026-01-09; 2025-05-14; 2025-03-19,60478; 57540; 37608; 43779; 16097; 52206; 58270; 28177,354155.0,2,2025-08-03; 2024-12-27,Meerut; Noida,0,0.3573,Colleague,"Observed interaction between Pooja Bansal and Rohan Khanna 72261. Available records include 13 calls, 8 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00058,P0035,Akash Patel,P0524,Anjali Malhotra,23,2024-01-31; 2024-04-27; 2024-07-03; 2026-04-08; 2024-11-26; 2025-03-15; 2026-03-20; 2024-07-09; 2025-01-01; 2024-09-08; 2024-03-15; 2024-08-08; 2025-11-03; 2025-01-15; 2025-01-15; 2024-05-28; 2026-03-09; 2024-11-17; 2024-05-05; 2024-01-10; 2024-11-22; 2025-12-05; 2024-01-12,3056; 1467; 995; 2026; 2444; 3377; 1437; 1072; 2420; 391; 1699; 1281; 2584; 989; 2279; 1010; 541; 2417; 1258; 3053; 2609; 3427; 2869,44701,7,2024-03-17; 2025-08-10; 2026-07-03; 2025-10-23; 2025-03-07; 2025-11-29; 2026-02-13,124086; 93304; 223226; 93917; 61943; 61674; 23018,681168.0,3,2026-04-01; 2025-05-20; 2025-05-25,Delhi; Faridabad; Jaipur,0,0.2417,Colleague,"Observed interaction between Akash Patel and Anjali Malhotra. Available records include 23 calls, 7 transactions, and 3 meetings. Evidence does not establish a meaningful relationship."
REL00059,P0464,Neha Malhotra,P0176,Aditya Khan,14,2024-08-30; 2025-08-13; 2024-01-22; 2024-10-18; 2024-01-19; 2025-10-21; 2026-03-13; 2026-05-26; 2025-08-12; 2024-01-05; 2026-07-22; 2025-04-17; 2024-10-18; 2024-05-14,1783; 884; 135; 1152; 1140; 140; 750; 1380; 93; 202; 1022; 254; 1759; 1703,12397,4,2025-03-01; 2026-01-10; 2024-11-04; 2024-10-08,43574; 47327; 54473; 12455,157829.0,4,2025-07-23; 2026-03-04; 2024-11-16; 2025-05-20,Agra; Delhi; Jaipur; Faridabad,1,0.7798,Former Partner,Relationship evidence between Neha Malhotra and Aditya Khan. Phone records show 14 calls. Transaction records show 4 transactions. Meeting records show 4 meetings.
REL00060,P0466,Shreya Patel,P0506,Yash Pandey 76542,0,,,0,1,2024-04-15,1459,1459.0,2,2024-08-17; 2024-02-18,Delhi; Gurugram,0,0.0457,Acquaintance,"Observed interaction between Shreya Patel and Yash Pandey 76542. Available records include 0 calls, 1 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00061,P0331,Ravi Khan 10491,P0447,Raj Pandey,10,2024-01-06; 2026-08-14; 2025-12-05; 2026-06-07; 2024-02-23; 2024-09-22; 2026-06-23; 2026-03-14; 2024-02-14; 2024-04-23,316; 1366; 427; 1200; 1468; 2937; 2629; 3362; 3447; 1674,18826,2,2024-10-03; 2025-12-16,54653; 46113,100766.0,2,2025-08-20; 2025-04-16,Noida; Gurugram,0,0.3118,Acquaintance,"Observed interaction between Ravi Khan 10491 and Raj Pandey. Available records include 10 calls, 2 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00062,P0152,Rahul Pandey,P0599,Neha Singh 485,25,2025-06-24; 2024-09-03; 2025-08-14; 2025-05-04; 2025-11-08; 2025-05-16; 2024-10-14; 2024-11-25; 2026-03-02; 2026-01-18; 2025-05-09; 2024-08-19; 2024-04-04; 2024-09-27; 2026-02-23; 2024-10-30; 2025-12-29; 2024-03-25; 2024-12-27; 2025-07-25; 2026-05-05; 2026-06-12; 2024-09-05; 2025-11-06; 2025-10-24,1565; 481; 1483; 219; 213; 1072; 183; 495; 86; 1433; 502; 1018; 1736; 848; 444; 1058; 274; 757; 487; 1727; 1269; 1619; 1140; 1112; 701,21922,8,2026-02-17; 2026-08-25; 2024-11-15; 2025-12-26; 2025-04-09; 2025-11-02; 2024-06-06; 2026-05-18,68127; 15849; 19047; 30676; 49663; 52538; 61301; 69300,366501.0,6,2024-07-26; 2026-03-09; 2025-02-13; 2024-07-11; 2024-03-11; 2024-10-11,Jaipur; Gurugram; Faridabad; Agra; Noida; Gurugram,0,0.3613,Acquaintance,"Observed interaction between Rahul Pandey and Neha Singh 485. Available records include 25 calls, 8 transactions, and 6 meetings. Evidence does not establish a meaningful relationship."
REL00063,P0110,Saurabh Pandey,P0113,Rohan Malhotra 57341,1,2024-09-30,49,49,1,2025-05-02,22188,22188.0,1,2025-06-27,Chandigarh,1,0.5556,Colleague,Relationship evidence between Saurabh Pandey and Rohan Malhotra 57341. Phone records show 1 calls. Transaction records show 1 transactions. Meeting records show 1 meetings.
REL00064,P0122,Aditya Patel 78965,P0564,Karan Gupta 87415,2,2024-06-03; 2025-02-10,534; 461,995,1,2025-06-04,11435,11435.0,0,,,0,0.0281,Associate,"Observed interaction between Aditya Patel 78965 and Karan Gupta 87415. Available records include 2 calls, 1 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
REL00065,P0280,Nikhil Gupta 84455,P0379,Neha Bansal,6,2024-10-28; 2024-07-12; 2025-02-16; 2024-06-29; 2025-08-31; 2024-10-09,2289; 2608; 2141; 2244; 1895; 567,11744,7,2025-11-28; 2024-02-21; 2025-10-23; 2024-09-11; 2024-04-23; 2024-08-12; 2024-04-27,23929; 244634; 19355; 160793; 79777; 72591; 27261,628340.0,6,2025-06-28; 2024-04-13; 2024-10-09; 2024-08-19; 2026-06-22; 2025-09-27,Jaipur; Jaipur; Jaipur; Noida; Ghaziabad; Faridabad,0,0.3733,Business Contact,"Observed interaction between Nikhil Gupta 84455 and Neha Bansal. Available records include 6 calls, 7 transactions, and 6 meetings. Evidence does not establish a meaningful relationship."
REL00066,P0176,Aditya Khan,P0209,Deepak Singh,5,2025-09-02; 2024-10-21; 2026-01-21; 2024-01-04; 2024-04-06,209; 535; 737; 657; 508,2646,1,2026-01-26,10504,10504.0,2,2026-05-23; 2026-07-17,Ghaziabad; Gurugram,0,0.1171,Business Contact,"Observed interaction between Aditya Khan and Deepak Singh. Available records include 5 calls, 1 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00067,P0072,Rohan Singh,P0171,Priya Khanna,33,2024-01-14; 2025-11-13; 2025-04-30; 2025-03-14; 2024-12-08; 2024-01-22; 2024-06-30; 2024-09-27; 2026-06-21; 2024-03-19; 2024-06-23; 2025-11-26; 2026-02-17; 2026-05-23; 2024-01-10; 2025-08-31; 2024-12-26; 2025-04-30; 2025-08-20; 2024-01-02; 2025-05-15; 2026-06-13; 2024-09-10; 2025-04-28; 2024-04-22; 2024-02-16; 2026-04-18; 2024-01-18; 2025-08-03; 2025-11-27; 2024-10-24; 2026-05-05; 2024-08-21,2271; 2180; 805; 3212; 720; 3295; 504; 529; 1367; 3412; 3135; 1494; 1973; 2129; 3129; 1556; 2355; 1174; 2837; 2112; 1158; 1612; 1999; 175; 3510; 1564; 1353; 3028; 1486; 2241; 3292; 2839; 3575,68021,10,2025-09-02; 2025-05-10; 2024-04-25; 2024-10-03; 2025-12-03; 2025-06-15; 2026-01-15; 2025-10-17; 2024-01-22; 2024-05-31,117562; 234464; 67738; 182849; 47128; 103636; 140503; 18101; 74059; 161410,1147450.0,3,2026-01-28; 2025-12-13; 2025-03-17,Meerut; Ghaziabad; Noida,1,0.7946,Colleague,Relationship evidence between Rohan Singh and Priya Khanna. Phone records show 33 calls. Transaction records show 10 transactions. Meeting records show 3 meetings.
REL00068,P0387,Aarav Khan,P0111,Karan Yadav,25,2026-07-21; 2025-11-26; 2024-12-23; 2026-06-28; 2024-12-05; 2025-02-04; 2025-08-26; 2025-03-03; 2026-08-25; 2024-10-09; 2024-11-12; 2024-07-14; 2024-02-12; 2025-08-16; 2025-06-16; 2025-12-19; 2024-12-17; 2026-05-04; 2025-09-19; 2024-05-05; 2025-03-19; 2026-03-25; 2025-04-10; 2025-08-03; 2026-03-22,1682; 770; 650; 285; 77; 1081; 1463; 361; 1015; 1454; 367; 1131; 653; 1337; 1203; 1420; 393; 681; 1057; 650; 192; 1697; 663; 91; 989,21362,8,2024-02-11; 2024-08-10; 2024-10-16; 2026-04-25; 2025-08-30; 2024-05-06; 2024-02-24; 2025-05-15,42084; 2667; 58403; 48170; 2084; 8540; 34955; 20051,216954.0,5,2024-12-24; 2026-06-18; 2024-10-17; 2026-03-15; 2026-05-29,Lucknow; Lucknow; Gurugram; Noida; Faridabad,0,0.2499,Colleague,"Observed interaction between Aarav Khan and Karan Yadav. Available records include 25 calls, 8 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00069,P0202,Pooja Verma,P0443,Sneha Khanna 9925,7,2026-08-13; 2024-12-29; 2024-09-11; 2026-04-11; 2025-11-25; 2025-10-14; 2025-01-30,925; 877; 260; 595; 678; 1282; 696,5313,5,2024-06-26; 2025-07-31; 2025-03-22; 2025-11-26; 2026-06-15,44268; 20242; 28149; 34770; 19785,147214.0,2,2025-03-02; 2025-07-21,Ghaziabad; Faridabad,0,0.3067,Colleague,"Observed interaction between Pooja Verma and Sneha Khanna 9925. Available records include 7 calls, 5 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00070,P0305,Aditya Sharma 23330,P0581,Aditya Patel 91545,19,2024-05-21; 2025-06-23; 2025-03-28; 2025-12-11; 2024-11-16; 2025-05-30; 2026-08-15; 2025-12-02; 2025-12-30; 2025-01-01; 2025-04-24; 2024-12-28; 2025-03-13; 2025-04-22; 2025-03-06; 2025-02-24; 2025-04-17; 2024-01-29; 2026-07-23,2409; 228; 3260; 1844; 482; 3215; 695; 2639; 1358; 3342; 1113; 2497; 2217; 1648; 641; 2663; 2345; 2436; 1321,36353,3,2024-02-24; 2026-02-12; 2026-05-15,112933; 43013; 115628,271574.0,4,2025-11-17; 2024-01-07; 2025-04-18; 2026-04-06,Lucknow; Chandigarh; Delhi; Noida,0,0.2191,Business Contact,"Observed interaction between Aditya Sharma 23330 and Aditya Patel 91545. Available records include 19 calls, 3 transactions, and 4 meetings. Evidence does not establish a meaningful relationship."
REL00071,P0110,Saurabh Pandey,P0342,Manish Gupta,8,2024-12-05; 2026-06-04; 2024-03-03; 2024-05-04; 2026-01-28; 2025-08-21; 2025-11-21; 2025-06-07,3148; 3056; 337; 2993; 959; 2234; 710; 2422,15859,5,2026-01-28; 2025-05-22; 2024-05-19; 2024-08-16; 2026-07-05,187125; 177685; 233413; 50573; 88877,737673.0,5,2025-10-05; 2024-11-14; 2026-01-06; 2026-08-17; 2024-01-07,Chandigarh; Agra; Ghaziabad; Noida; Noida,0,0.2,Acquaintance,"Observed interaction between Saurabh Pandey and Manish Gupta. Available records include 8 calls, 5 transactions, and 5 meetings. Evidence does not establish a meaningful relationship."
REL00072,P0124,Sneha Yadav 57433,P0533,Vivaan Singh 24005,11,2025-04-30; 2024-01-26; 2026-05-02; 2025-06-01; 2025-03-30; 2025-02-04; 2024-02-26; 2026-08-06; 2024-05-04; 2024-11-03; 2025-02-18,1050; 436; 1739; 541; 1783; 1796; 1179; 593; 1742; 1314; 1455,13628,1,2025-03-25,18147,18147.0,1,2025-03-18,Gurugram,1,0.7599,Associate,Relationship evidence between Sneha Yadav 57433 and Vivaan Singh 24005. Phone records show 11 calls. Transaction records show 1 transactions. Meeting records show 1 meetings.
REL00073,P0190,Raj Agarwal,P0146,Riya Singh 90472,26,2025-05-06; 2024-10-23; 2024-10-23; 2025-11-14; 2024-04-12; 2025-08-25; 2025-05-19; 2025-01-11; 2025-11-14; 2024-10-08; 2025-02-04; 2025-01-30; 2025-12-15; 2026-03-30; 2024-04-19; 2025-04-20; 2025-03-02; 2026-04-13; 2025-03-11; 2024-05-31; 2024-01-29; 2024-10-17; 2025-04-13; 2024-05-03; 2025-07-31; 2025-02-02,82; 1248; 680; 129; 1381; 1392; 1405; 1329; 970; 147; 786; 345; 1018; 1540; 998; 627; 78; 384; 792; 1085; 1090; 491; 774; 1506; 1135; 859,22271,4,2025-06-09; 2024-03-05; 2024-06-27; 2025-11-02,21844; 48119; 46471; 62225,178659.0,2,2026-01-02; 2026-05-29,Gurugram; Faridabad,0,0.4747,Colleague,"Observed interaction between Raj Agarwal and Riya Singh 90472. Available records include 26 calls, 4 transactions, and 2 meetings. Evidence does not establish a meaningful relationship."
REL00074,P0311,Sneha Chauhan 30741,P0404,Saurabh Verma 99411,6,2025-01-20; 2025-04-28; 2025-09-12; 2025-11-05; 2024-07-03; 2025-08-12,745; 539; 814; 694; 558; 285,3635,2,2024-05-12; 2025-12-15,11119; 19795,30914.0,1,2025-08-17,Meerut,0,0.2087,Associate,"Observed interaction between Sneha Chauhan 30741 and Saurabh Verma 99411. Available records include 6 calls, 2 transactions, and 1 meetings. Evidence does not establish a meaningful relationship."
REL00075,P0414,Shreya Sharma,P0070,Riya Patel,13,2024-04-08; 2025-11-12; 2024-04-18; 2025-05-26; 2026-08-14; 2025-11-26; 2025-05-02; 2024-11-27; 2026-02-17; 2024-08-25; 2026-03-01; 2026-04-07; 2026-07-28,3120; 3378; 1089; 551; 832; 3102; 1693; 3215; 1840; 383; 373; 2626; 1145,23347,5,2024-04-27; 2024-02-08; 2026-05-17; 2026-02-06; 2024-03-15,125744; 210108; 108126; 168999; 175489,788466.0,3,2026-05-10; 2024-01-31; 2026-08-03,Gurugram; Meerut; Noida,1,0.9107,Associate,Relationship evidence between Shreya Sharma and Riya Patel. Phone records show 13 calls. Transaction records show 5 transactions. Meeting records show 3 meetings.
REL00076,P0387,Aarav Khan,P0137,Ravi Singh,4,2024-07-19; 2024-09-15; 2025-05-17; 2025-03-24,715; 312; 250; 226,1503,2,2026-01-29; 2024-06-14,14723; 17818,32541.0,0,,,0,0.2849,Acquaintance,"Observed interaction between Aarav Khan and Ravi Singh. Available records include 4 calls, 2 transactions, and 0 meetings. Evidence does not establish a meaningful relationship."
